# 8, 1000
# Nu energy [MeV] X-Sec. [m^2]    Lep. <E> [MeV]  
# t               nu_e            nu_e_bar        nu_x            nu_x_bar        nu_e            nu_e_bar        nu_x            nu_x_bar        
54.15             0.0000000E+00   3.5414819E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.0140118E+01   0.0000000E+00   0.0000000E+00
54.25             0.0000000E+00   3.5522294E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.0229618E+01   0.0000000E+00   0.0000000E+00
54.35             0.0000000E+00   3.5629850E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.0319099E+01   0.0000000E+00   0.0000000E+00
54.45             0.0000000E+00   3.5737486E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.0408562E+01   0.0000000E+00   0.0000000E+00
54.55             0.0000000E+00   3.5845203E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.0498007E+01   0.0000000E+00   0.0000000E+00
54.65             0.0000000E+00   3.5953000E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.0587435E+01   0.0000000E+00   0.0000000E+00
54.75             0.0000000E+00   3.6060877E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.0676844E+01   0.0000000E+00   0.0000000E+00
54.85             0.0000000E+00   3.6168834E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.0766235E+01   0.0000000E+00   0.0000000E+00
54.95             0.0000000E+00   3.6276870E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.0855608E+01   0.0000000E+00   0.0000000E+00
55.05             0.0000000E+00   3.6384985E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.0944963E+01   0.0000000E+00   0.0000000E+00
55.15             0.0000000E+00   3.6493178E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.1034300E+01   0.0000000E+00   0.0000000E+00
55.25             0.0000000E+00   3.6601450E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.1123620E+01   0.0000000E+00   0.0000000E+00
55.35             0.0000000E+00   3.6709800E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.1212921E+01   0.0000000E+00   0.0000000E+00
55.45             0.0000000E+00   3.6818228E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.1302204E+01   0.0000000E+00   0.0000000E+00
55.55             0.0000000E+00   3.6926734E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.1391469E+01   0.0000000E+00   0.0000000E+00
55.65             0.0000000E+00   3.7035317E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.1480717E+01   0.0000000E+00   0.0000000E+00
55.75             0.0000000E+00   3.7143977E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.1569946E+01   0.0000000E+00   0.0000000E+00
55.85             0.0000000E+00   3.7252714E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.1659157E+01   0.0000000E+00   0.0000000E+00
55.95             0.0000000E+00   3.7361527E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.1748351E+01   0.0000000E+00   0.0000000E+00
56.05             0.0000000E+00   3.7470417E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.1837526E+01   0.0000000E+00   0.0000000E+00
56.15             0.0000000E+00   3.7579383E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.1926684E+01   0.0000000E+00   0.0000000E+00
56.25             0.0000000E+00   3.7688425E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.2015824E+01   0.0000000E+00   0.0000000E+00
56.35             0.0000000E+00   3.7797542E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.2104945E+01   0.0000000E+00   0.0000000E+00
56.45             0.0000000E+00   3.7906734E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.2194049E+01   0.0000000E+00   0.0000000E+00
56.55             0.0000000E+00   3.8016001E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.2283135E+01   0.0000000E+00   0.0000000E+00
56.65             0.0000000E+00   3.8125343E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.2372203E+01   0.0000000E+00   0.0000000E+00
56.75             0.0000000E+00   3.8234760E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.2461253E+01   0.0000000E+00   0.0000000E+00
56.85             0.0000000E+00   3.8344251E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.2550285E+01   0.0000000E+00   0.0000000E+00
56.95             0.0000000E+00   3.8453815E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.2639300E+01   0.0000000E+00   0.0000000E+00
57.05             0.0000000E+00   3.8563453E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.2728296E+01   0.0000000E+00   0.0000000E+00
57.15             0.0000000E+00   3.8673165E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.2817275E+01   0.0000000E+00   0.0000000E+00
57.25             0.0000000E+00   3.8782950E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.2906235E+01   0.0000000E+00   0.0000000E+00
57.35             0.0000000E+00   3.8892807E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.2995178E+01   0.0000000E+00   0.0000000E+00
57.45             0.0000000E+00   3.9002738E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.3084103E+01   0.0000000E+00   0.0000000E+00
57.55             0.0000000E+00   3.9112740E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.3173010E+01   0.0000000E+00   0.0000000E+00
57.65             0.0000000E+00   3.9222815E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.3261899E+01   0.0000000E+00   0.0000000E+00
57.75             0.0000000E+00   3.9332962E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.3350771E+01   0.0000000E+00   0.0000000E+00
57.85             0.0000000E+00   3.9443180E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.3439624E+01   0.0000000E+00   0.0000000E+00
57.95             0.0000000E+00   3.9553469E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.3528460E+01   0.0000000E+00   0.0000000E+00
58.05             0.0000000E+00   3.9663830E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.3617278E+01   0.0000000E+00   0.0000000E+00
58.15             0.0000000E+00   3.9774261E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.3706078E+01   0.0000000E+00   0.0000000E+00
58.25             0.0000000E+00   3.9884763E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.3794860E+01   0.0000000E+00   0.0000000E+00
58.35             0.0000000E+00   3.9995336E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.3883624E+01   0.0000000E+00   0.0000000E+00
58.45             0.0000000E+00   4.0105978E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.3972371E+01   0.0000000E+00   0.0000000E+00
58.55             0.0000000E+00   4.0216690E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.4061100E+01   0.0000000E+00   0.0000000E+00
58.65             0.0000000E+00   4.0327472E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.4149811E+01   0.0000000E+00   0.0000000E+00
58.75             0.0000000E+00   4.0438324E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.4238504E+01   0.0000000E+00   0.0000000E+00
58.85             0.0000000E+00   4.0549244E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.4327179E+01   0.0000000E+00   0.0000000E+00
58.95             0.0000000E+00   4.0660233E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.4415837E+01   0.0000000E+00   0.0000000E+00
59.05             0.0000000E+00   4.0771291E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.4504477E+01   0.0000000E+00   0.0000000E+00
59.15             0.0000000E+00   4.0882417E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.4593099E+01   0.0000000E+00   0.0000000E+00
59.25             0.0000000E+00   4.0993611E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.4681703E+01   0.0000000E+00   0.0000000E+00
59.35             0.0000000E+00   4.1104873E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.4770289E+01   0.0000000E+00   0.0000000E+00
59.45             0.0000000E+00   4.1216202E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.4858858E+01   0.0000000E+00   0.0000000E+00
59.55             0.0000000E+00   4.1327599E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.4947409E+01   0.0000000E+00   0.0000000E+00
59.65             0.0000000E+00   4.1439063E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.5035942E+01   0.0000000E+00   0.0000000E+00
59.75             0.0000000E+00   4.1550594E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.5124458E+01   0.0000000E+00   0.0000000E+00
59.85             0.0000000E+00   4.1662191E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.5212956E+01   0.0000000E+00   0.0000000E+00
59.95             0.0000000E+00   4.1773855E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.5301436E+01   0.0000000E+00   0.0000000E+00
60.05             0.0000000E+00   4.1885585E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.5389898E+01   0.0000000E+00   0.0000000E+00
60.15             0.0000000E+00   4.1997381E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.5478343E+01   0.0000000E+00   0.0000000E+00
60.25             0.0000000E+00   4.2109242E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.5566770E+01   0.0000000E+00   0.0000000E+00
60.35             0.0000000E+00   4.2221169E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.5655179E+01   0.0000000E+00   0.0000000E+00
60.45             0.0000000E+00   4.2333161E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.5743570E+01   0.0000000E+00   0.0000000E+00
60.55             0.0000000E+00   4.2445218E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.5831944E+01   0.0000000E+00   0.0000000E+00
60.65             0.0000000E+00   4.2557340E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.5920300E+01   0.0000000E+00   0.0000000E+00
60.75             0.0000000E+00   4.2669526E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.6008638E+01   0.0000000E+00   0.0000000E+00
60.85             0.0000000E+00   4.2781776E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.6096959E+01   0.0000000E+00   0.0000000E+00
60.95             0.0000000E+00   4.2894091E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.6185262E+01   0.0000000E+00   0.0000000E+00
61.05             0.0000000E+00   4.3006469E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.6273547E+01   0.0000000E+00   0.0000000E+00
61.15             0.0000000E+00   4.3118910E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.6361815E+01   0.0000000E+00   0.0000000E+00
61.25             0.0000000E+00   4.3231415E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.6450065E+01   0.0000000E+00   0.0000000E+00
61.35             0.0000000E+00   4.3343983E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.6538298E+01   0.0000000E+00   0.0000000E+00
61.45             0.0000000E+00   4.3456614E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.6626512E+01   0.0000000E+00   0.0000000E+00
61.55             0.0000000E+00   4.3569307E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.6714709E+01   0.0000000E+00   0.0000000E+00
61.65             0.0000000E+00   4.3682063E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.6802889E+01   0.0000000E+00   0.0000000E+00
61.75             0.0000000E+00   4.3794880E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.6891051E+01   0.0000000E+00   0.0000000E+00
61.85             0.0000000E+00   4.3907760E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.6979195E+01   0.0000000E+00   0.0000000E+00
61.95             0.0000000E+00   4.4020701E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.7067321E+01   0.0000000E+00   0.0000000E+00
62.05             0.0000000E+00   4.4133704E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.7155430E+01   0.0000000E+00   0.0000000E+00
62.15             0.0000000E+00   4.4246768E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.7243521E+01   0.0000000E+00   0.0000000E+00
62.25             0.0000000E+00   4.4359892E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.7331595E+01   0.0000000E+00   0.0000000E+00
62.35             0.0000000E+00   4.4473078E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.7419651E+01   0.0000000E+00   0.0000000E+00
62.45             0.0000000E+00   4.4586324E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.7507690E+01   0.0000000E+00   0.0000000E+00
62.55             0.0000000E+00   4.4699630E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.7595711E+01   0.0000000E+00   0.0000000E+00
62.65             0.0000000E+00   4.4812996E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.7683714E+01   0.0000000E+00   0.0000000E+00
62.75             0.0000000E+00   4.4926422E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.7771700E+01   0.0000000E+00   0.0000000E+00
62.85             0.0000000E+00   4.5039908E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.7859668E+01   0.0000000E+00   0.0000000E+00
62.95             0.0000000E+00   4.5153453E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.7947618E+01   0.0000000E+00   0.0000000E+00
63.05             0.0000000E+00   4.5267057E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.8035551E+01   0.0000000E+00   0.0000000E+00
63.15             0.0000000E+00   4.5380720E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.8123467E+01   0.0000000E+00   0.0000000E+00
63.25             0.0000000E+00   4.5494442E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.8211365E+01   0.0000000E+00   0.0000000E+00
63.35             0.0000000E+00   4.5608222E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.8299245E+01   0.0000000E+00   0.0000000E+00
63.45             0.0000000E+00   4.5722061E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.8387108E+01   0.0000000E+00   0.0000000E+00
63.55             0.0000000E+00   4.5835957E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.8474953E+01   0.0000000E+00   0.0000000E+00
63.65             0.0000000E+00   4.5949911E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.8562781E+01   0.0000000E+00   0.0000000E+00
63.75             0.0000000E+00   4.6063923E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.8650591E+01   0.0000000E+00   0.0000000E+00
63.85             0.0000000E+00   4.6177993E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.8738384E+01   0.0000000E+00   0.0000000E+00
63.95             0.0000000E+00   4.6292119E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.8826159E+01   0.0000000E+00   0.0000000E+00
64.05             0.0000000E+00   4.6406302E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.8913917E+01   0.0000000E+00   0.0000000E+00
64.15             0.0000000E+00   4.6520542E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.9001657E+01   0.0000000E+00   0.0000000E+00
64.25             0.0000000E+00   4.6634838E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.9089379E+01   0.0000000E+00   0.0000000E+00
64.34             0.0000000E+00   4.6749191E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.9177084E+01   0.0000000E+00   0.0000000E+00
64.45             0.0000000E+00   4.6863600E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.9264772E+01   0.0000000E+00   0.0000000E+00
64.55             0.0000000E+00   4.6978064E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.9352442E+01   0.0000000E+00   0.0000000E+00
64.65             0.0000000E+00   4.7092584E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.9440095E+01   0.0000000E+00   0.0000000E+00
64.75             0.0000000E+00   4.7207160E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.9527730E+01   0.0000000E+00   0.0000000E+00
64.84             0.0000000E+00   4.7321791E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.9615348E+01   0.0000000E+00   0.0000000E+00
64.95             0.0000000E+00   4.7436476E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.9702948E+01   0.0000000E+00   0.0000000E+00
65.05             0.0000000E+00   4.7551217E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.9790531E+01   0.0000000E+00   0.0000000E+00
65.15             0.0000000E+00   4.7666012E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.9878096E+01   0.0000000E+00   0.0000000E+00
65.25             0.0000000E+00   4.7780861E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   5.9965644E+01   0.0000000E+00   0.0000000E+00
65.34             0.0000000E+00   4.7895764E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.0053174E+01   0.0000000E+00   0.0000000E+00
65.45             0.0000000E+00   4.8010721E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.0140687E+01   0.0000000E+00   0.0000000E+00
65.55             0.0000000E+00   4.8125732E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.0228183E+01   0.0000000E+00   0.0000000E+00
65.65             0.0000000E+00   4.8240797E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.0315661E+01   0.0000000E+00   0.0000000E+00
65.75             0.0000000E+00   4.8355914E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.0403122E+01   0.0000000E+00   0.0000000E+00
65.84             0.0000000E+00   4.8471085E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.0490565E+01   0.0000000E+00   0.0000000E+00
65.95             0.0000000E+00   4.8586308E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.0577991E+01   0.0000000E+00   0.0000000E+00
66.05             0.0000000E+00   4.8701585E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.0665399E+01   0.0000000E+00   0.0000000E+00
66.15             0.0000000E+00   4.8816913E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.0752790E+01   0.0000000E+00   0.0000000E+00
66.25             0.0000000E+00   4.8932294E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.0840164E+01   0.0000000E+00   0.0000000E+00
66.34             0.0000000E+00   4.9047727E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.0927520E+01   0.0000000E+00   0.0000000E+00
66.45             0.0000000E+00   4.9163211E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.1014859E+01   0.0000000E+00   0.0000000E+00
66.55             0.0000000E+00   4.9278747E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.1102180E+01   0.0000000E+00   0.0000000E+00
66.65             0.0000000E+00   4.9394335E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.1189485E+01   0.0000000E+00   0.0000000E+00
66.75             0.0000000E+00   4.9509973E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.1276771E+01   0.0000000E+00   0.0000000E+00
66.84             0.0000000E+00   4.9625663E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.1364041E+01   0.0000000E+00   0.0000000E+00
66.95             0.0000000E+00   4.9741403E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.1451293E+01   0.0000000E+00   0.0000000E+00
67.05             0.0000000E+00   4.9857194E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.1538527E+01   0.0000000E+00   0.0000000E+00
67.15             0.0000000E+00   4.9973036E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.1625745E+01   0.0000000E+00   0.0000000E+00
67.25             0.0000000E+00   5.0088927E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.1712944E+01   0.0000000E+00   0.0000000E+00
67.34             0.0000000E+00   5.0204868E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.1800127E+01   0.0000000E+00   0.0000000E+00
67.45             0.0000000E+00   5.0320860E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.1887292E+01   0.0000000E+00   0.0000000E+00
67.55             0.0000000E+00   5.0436900E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.1974440E+01   0.0000000E+00   0.0000000E+00
67.65             0.0000000E+00   5.0552990E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.2061571E+01   0.0000000E+00   0.0000000E+00
67.75             0.0000000E+00   5.0669130E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.2148684E+01   0.0000000E+00   0.0000000E+00
67.84             0.0000000E+00   5.0785318E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.2235780E+01   0.0000000E+00   0.0000000E+00
67.95             0.0000000E+00   5.0901554E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.2322859E+01   0.0000000E+00   0.0000000E+00
68.05             0.0000000E+00   5.1017840E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.2409920E+01   0.0000000E+00   0.0000000E+00
68.15             0.0000000E+00   5.1134174E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.2496964E+01   0.0000000E+00   0.0000000E+00
68.25             0.0000000E+00   5.1250555E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.2583991E+01   0.0000000E+00   0.0000000E+00
68.34             0.0000000E+00   5.1366985E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.2671000E+01   0.0000000E+00   0.0000000E+00
68.45             0.0000000E+00   5.1483463E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.2757992E+01   0.0000000E+00   0.0000000E+00
68.55             0.0000000E+00   5.1599988E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.2844967E+01   0.0000000E+00   0.0000000E+00
68.65             0.0000000E+00   5.1716560E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.2931925E+01   0.0000000E+00   0.0000000E+00
68.75             0.0000000E+00   5.1833180E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.3018865E+01   0.0000000E+00   0.0000000E+00
68.84             0.0000000E+00   5.1949846E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.3105788E+01   0.0000000E+00   0.0000000E+00
68.95             0.0000000E+00   5.2066560E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.3192694E+01   0.0000000E+00   0.0000000E+00
69.05             0.0000000E+00   5.2183320E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.3279583E+01   0.0000000E+00   0.0000000E+00
69.15             0.0000000E+00   5.2300126E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.3366454E+01   0.0000000E+00   0.0000000E+00
69.25             0.0000000E+00   5.2416978E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.3453308E+01   0.0000000E+00   0.0000000E+00
69.34             0.0000000E+00   5.2533877E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.3540145E+01   0.0000000E+00   0.0000000E+00
69.45             0.0000000E+00   5.2650821E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.3626964E+01   0.0000000E+00   0.0000000E+00
69.55             0.0000000E+00   5.2767811E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.3713767E+01   0.0000000E+00   0.0000000E+00
69.65             0.0000000E+00   5.2884846E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.3800552E+01   0.0000000E+00   0.0000000E+00
69.75             0.0000000E+00   5.3001926E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.3887320E+01   0.0000000E+00   0.0000000E+00
69.84             0.0000000E+00   5.3119052E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.3974070E+01   0.0000000E+00   0.0000000E+00
69.95             0.0000000E+00   5.3236222E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.4060804E+01   0.0000000E+00   0.0000000E+00
70.05             0.0000000E+00   5.3353437E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.4147520E+01   0.0000000E+00   0.0000000E+00
70.15             0.0000000E+00   5.3470696E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.4234219E+01   0.0000000E+00   0.0000000E+00
70.25             0.0000000E+00   5.3588000E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.4320901E+01   0.0000000E+00   0.0000000E+00
70.34             0.0000000E+00   5.3705347E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.4407566E+01   0.0000000E+00   0.0000000E+00
70.45             0.0000000E+00   5.3822739E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.4494213E+01   0.0000000E+00   0.0000000E+00
70.55             0.0000000E+00   5.3940174E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.4580844E+01   0.0000000E+00   0.0000000E+00
70.65             0.0000000E+00   5.4057653E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.4667457E+01   0.0000000E+00   0.0000000E+00
70.75             0.0000000E+00   5.4175175E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.4754053E+01   0.0000000E+00   0.0000000E+00
70.84             0.0000000E+00   5.4292740E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.4840632E+01   0.0000000E+00   0.0000000E+00
70.95             0.0000000E+00   5.4410348E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.4927194E+01   0.0000000E+00   0.0000000E+00
71.05             0.0000000E+00   5.4527999E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.5013738E+01   0.0000000E+00   0.0000000E+00
71.15             0.0000000E+00   5.4645693E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.5100265E+01   0.0000000E+00   0.0000000E+00
71.25             0.0000000E+00   5.4763429E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.5186776E+01   0.0000000E+00   0.0000000E+00
71.34             0.0000000E+00   5.4881207E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.5273269E+01   0.0000000E+00   0.0000000E+00
71.45             0.0000000E+00   5.4999027E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.5359745E+01   0.0000000E+00   0.0000000E+00
71.55             0.0000000E+00   5.5116889E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.5446204E+01   0.0000000E+00   0.0000000E+00
71.65             0.0000000E+00   5.5234792E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.5532645E+01   0.0000000E+00   0.0000000E+00
71.75             0.0000000E+00   5.5352738E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.5619070E+01   0.0000000E+00   0.0000000E+00
71.84             0.0000000E+00   5.5470724E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.5705477E+01   0.0000000E+00   0.0000000E+00
71.95             0.0000000E+00   5.5588751E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.5791868E+01   0.0000000E+00   0.0000000E+00
72.05             0.0000000E+00   5.5706820E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.5878241E+01   0.0000000E+00   0.0000000E+00
72.15             0.0000000E+00   5.5824929E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.5964597E+01   0.0000000E+00   0.0000000E+00
72.25             0.0000000E+00   5.5943079E-44   0.0000000E+00   0.0000000E+00   0.0000000E+00   6.6050936E+01   0.0000000E+00   0.0000000E+00
